id,username,posts,followers,following,caption,caption_length,taken_at,video_duration,hashtag_count,mention_count,like_count,comment_count,view_count,summary,summary_title,summary_topic,summary_length,avg_brightness,std_brightness,avg_db,std_db,avg_frequency,std_frequency
42,behind.thebusiness,206.0,12179.0,5.0,"Jangan asal pencet jerawat di area ‘triangle of death’ alias segitiga wajah (dari pangkal hidung ke dua ujung mulut).
Di balik area kecil itu, ada pembuluh darah yang langsung terhubung ke otak.

Salah pencet? Bisa picu infeksi serius, bahkan fatal.

Jadi, please… tahan tangan, konsultasi dulu sama ahlinya 🙌

#beauty #kesehatan #jerawat #acneskin",348,2025-06-01T05:31:14,41.401,4,0,216755,1418,6130877.0,"Video ini membahas tentang bahaya mencet jerawat di area yang disebut sebagai 'triangle of death' (segita maut), yaitu daerah yang membentang dari hidung ke dagu sampai ke pipi. Area ini berbahaya karena pembuluh darahnya langsung terhubung ke otak, sehingga mencet jerawat di sini dapat menyebabkan infeksi serius seperti meningitis. Dalam video ini, dijelaskan bahwa kasus-kasus semacam ini perlu diperhatikan secara medis, dan disarankan untuk tidak mencet jerawat tersebut sendiri, melainkan berkonsultasi dengan dokter dan menggunakan antibiotik untuk kasus jerawat yang parah.",Bahaya Pencet Jerawat di Area Triangle of Death,Kesehatan,582,76.34361491,60.27895818,-13.934322,6.550604,1604.987372,1005.051054
190,timnasindonesia,4129.0,8377103.0,405.0,"Comeback 𝐒𝐓𝐑𝐎𝐍𝐆𝐄𝐑, @rivaldoepakpahan! 🦾 

🙋‍♂️ 22 y.o
📐 1.72 cm
⛳️ Midfielder
⚽️ Borneo FC

♻️ @mandiri_inhealth_
🎥 Selengkapnya di YouTube Timnas Indonesia 𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥

‣ #KitaGaruda",180,2025-02-21T13:45:48,72.539,1,2,10248,66,582048.0,"Rivaldo menceritakan pengalamannya setelah pertandingan melawan Vietnam, di mana ia mengalami cedera kaki yang parah. Ia segera dibawa ke rumah sakit di Jakarta untuk menjalani perawatan yang ditanggung oleh asuransi PSSI. Rivaldo berharap dapat segera pulih dan kembali bermain sepak bola.",Cedera Rivaldo usai Pertandingan Melawan Vietnam,Olahraga,290,108.9462474,44.86322795,-16.224981,21.205946,1146.724303,769.9869362
490,otodriver_,4763.0,392315.0,204.0,"Halo, Sumatera Barat! 👋🏻

Untuk pertama kalinya, Epic Journey kali ini kami memutuskan untuk ke Provinsi Sumatera Barat yang kami mulai dari Kota Padang. Tak sekedar melaksanakan petualangan menikmati keindahan alam diperjalanan, tidak sah rasanya kalau kami tidak berburu kuliner khas minang, terutama Rendang. 

Dan uniknya, kuliner yang memiliki penuh cita rasa serta melegenda ini memiliki filosofi yang mendalam tentang suku minangkabau & diabadikan dalam sebuah museum yaitu Museum Randang.

Saksikan keseruan episode 1 Epic Journey di channel youtube @otodriver_ hari Jum'at (14/3), episode 2 di channel @motomobitv hari Sabtu (15/3), dan episode 3 di channel @autonetmagz hari Minggu (16/3).

#Otodriver #Autonetmagz #MotomobiTV #EpicJourney #InnovaZenix #SumateraBarat #Padang",785,2025-03-14T06:09:38,58.075,7,3,4852,52,129752.0,"Video ini adalah pembukaan channel TerDriver dengan obrolan santai yang tidak terfokus pada topik tertentu. Host berinteraksi dengan penonton, membahas tentang bumbu dengan istilah yang＿＿, juga membicarakan tinggi badan dengan angka yang tidak logis.",Pembukaan Channel TerDriver dan Obrolan Santai,Hiburan,250,100.1542437,27.84821651,-9.807312,3.6932788,2117.16303,643.1810849
52,gabrielrey99,63.0,423310.0,457.0,"Arah market crypto dibalik euforia Piala Dunia??!

Kupas tuntas selengkapnya di YouTube Cryptowave!🔥",100,2025-06-20T13:31:36,33.8,0,0,13221,66,241170.0,"Video ini membahas apakah Piala Dunia mempengaruhi likuiditas crypto. Menurut narasumber, dana yang digunakan untuk taruhan di Viva World Cup hanya mencapai 3,5% dari market card crypto, sehingga dianggap terlalu kecil untuk mempengaruhi market. Dengan demikian, dampaknya terhadap likuiditas crypto tidak signifikan.",Dampak Piala Dunia pada Likuiditas Kripto,Other,317,82.94280611,22.32279615,-22.619577,25.765396,1370.579892,1109.002245
338,fitra.eri,6661.0,1683569.0,1519.0,"Mobil koleksi @ivansmotor_official ini menandai akhir dari R8, dan juga akhir dari mesin V10 di sebuah Audi. Detail lengkapnya bisa tonton di Youtube, baru saja tayang.",168,2024-07-04T12:02:23,88.9,0,1,9253,53,267620.0,"Audi R8 GT adalah edisi perpisahan yang sangat langka, dengan hanya 15 unit di dunia yang memiliki setir kanan. Mobil ini dirancang untuk performa track yang lebih baik dengan bobot 20 kg lebih ringan dari R8 standar, menggunakan bahan karbon fiber secara ekstensif. Meskipun berpenggerak belakang, R8 GT menggunakan mesin paling bertenaga yang biasanya ada di varian all wheel drive. Interior juga sangat eksklusif dengan aksen Alcantara dan kulit, serta kabin yang dipenuhi dengan karbon fiber. R8 GT merupakan varian spesial untuk menandai akhir era produksi Audi R8.",Audi R8 GT: Edisi Perpisahan yang Sangat Langka,Otomotif,570,117.5461058,32.86997819,-15.057142,8.119987,1827.588329,738.8576007
712,aant_otomotif,3833.0,61730.0,1145.0,"Motor yang terinspirasi dari tunggangan juara dunia MotoGP 2024, Jorge Martin, ternyata hadir di GIIAS 2025, yaitu Aprilia SR-GT 200 Replica. Sesuai namanya, skutik 174 cc ini tampilannya mirip RS-GP di MotoGP. 

Nah berapa harganya? Ternyata cukup terjangkau, hanya Rp 62 juta otr Jakarta.

.
.
#otomotif #motorcycle #motorbaru #reels #reelsinstagram #reelsvideo #scooter #aprilia #srgt200 #motogp #apriliaracing #worldchampion #giias #giias2025",446,2025-07-25T11:57:53,100.563,14,0,1073,39,69322.0,"Video ini membahas tentang Aprilia SRGP 200, replika motor yang terinspirasi dari motor balap MotoGP 2024 yang dikendarai oleh Urge Martin. Motor ini memiliki tampilan yang sangat mirip dengan versi balapnya, termasuk warna dan sponsor yang sama. Dari sisi spesifikasi, motor ini menggunakan mesin 174 cc SOHC 4-tak, suspensi teleskopik 31mm, dan fitur seperti speedometer digital. Harganya sekitar Rp62 juta on-road di Jakarta, dan setiap unit dilengkapi dengan nomor start MotoGP seperti nomor 1 atau 72.",Aprilia SRGP 200: Replica MotoGP 2025 dengan Desain Sporty,Otomotif,506,98.30627287,12.49908217,-11.08122,4.686913,1907.333557,515.161443
717,jagat.review,2336.0,187865.0,12.0,"Changhong QN9 Series, ini Smart TV layar besar yg modern, dengan Quantum Dot + Mini LED! Ini janjikan tampilan berkualitas, dengan kontras tinggi, serta dukungan HDR10 dan Dolby Vision. Refresh rate juga bisa sampai 120 Hz dgn DLG! Harganya?
Masih terjangkau untuk apa yang ditawarkan!
#QDMiniLED #MiniLED #QN9S1Series",318,2025-07-24T10:52:17,79.745,3,0,345,12,23766.0,"Changhong M75QN9 adalah Smart TV 4K 75 inci dengan teknologi QLED Pro yang menawarkan kualitas tampilan tinggi. Fitur lainnya termasuk Mini LED dengan Local Dimming, sudut pandang 178 derajat, dan dukungan audio Dolby serta DBX TV. Untuk gaming, TV ini menyediakan refresh rate 120Hz, ALLM, dan Game Mode yang mengurangi input lag.",Changhong M75QN9: Smart TV 4K dengan Fitur Canggih dan Harga Terjangkau,Other,331,131.6560546,17.86029096,-8.892125,5.6463556,1639.389344,972.9061202
351,dea.afrizal,200.0,131863.0,823.0,"Buat baby Zian, anak gue yg paling kecil. namanya ZianAI, keknya dia kaya ibunya deh suka belanja2, jadi webapp AI ini gue dedikasikan buat si baby zein ntr kalau udah demen shopping 😂",184,2024-05-14T05:13:56,80.433,0,0,3752,96,102403.0,"Pembicara membuat AI bernama Zian AI untuk menganalisis data produk, seperti menemukan produk terlaris atau diskon terbesar. Dibuat dalam 3 hari, AI ini menggunakan RTX 3060 dan GT 730 untuk meningkatkan performa. Masih dalam tahap pengembangan, tujuan akhirnya adalah membantu dalam analisis data dengan cepat dan efisien.",Membuat Zian AI untuk Analisis Data Produk,Teknologi,323,81.41882899,6.384176457,-12.587183,8.4073105,1654.280505,779.3824707
885,hellosehat,5399.0,232289.0,101.0,"Gimana kamu setuju gak sama KB Vasektomi? 

Jangan cuma menyuruh istri yang KB aja ya. Para suami juga disarankan untuk KB lho. Nah salah satunya ada KB Vasektomi yang sifatnya permanen dan 99% efektif. 

Penjelasan lengkapnya tonton video berikut ya!
#hellosehat #kbpria #kbvasektomi #vasektomi",295,2025-05-07T10:00:54,48.088,4,0,134,4,8201.0,"Vasectomy adalah metode KB untuk pria yang 99% efektif dan permanen. Prosedur ini dilakukan dengan memotong saluran sperma di dalam skrotum. Setelah operasi, diperlukan waktu sekitar 8-16 minggu untuk memastikan tidak ada sperma tersisa. Gejala seperti pendarahan, nyeri, atau ketidaknyaman di area genital adalah normal, namun jika tidak membaik, segera konsultasikan ke dokter. Disarankan untuk menunggu seminggu sebelum melakukan hubungan seksual setelah operasi.",Vasectomy: Metode KB Pria yang Efektif dan Permanen,Kesehatan,466,123.1731772,29.30544348,-19.754301,12.706371,2007.195876,1031.912344
508,motomobitv,7079.0,1203273.0,1215.0,Hmmm tawar ngga ya?,19,2025-08-05T09:36:43,163.533,0,0,4471,46,137395.0,"Video ini menampilkan ulasan mengenai Jeep CJ7 yang telah dimodifikasi dengan berbagai komponen dari model YJ, seperti soft top, pintu setengah, dan sistem AC. Kendaraan ini juga dilengkapi dengan rem yang belum diuji, spion Wrangler, dan suspension yang memberikan pengalaman mengemudi yang goyang-goyang seperti mobil klasik.",Modifikasi dan Fitur Jeep CJ7,Otomotif,327,104.7293837,22.69348403,-9.722231,6.2014337,854.4371308,404.0516437
680,taniaanglt,98.0,683185.0,1027.0,Kunci bulumata ku bisa tahan gonjreng sehariaann ✨👀❤️ #SensesOfBeauty #EsensesMascara,85,2025-05-23T12:46:42,50.316,2,0,2301,13,86671.0,"Pembicara berbagi pengalaman menggunakan waterproof volume mascara dari Essence yang tidak membuat bulu mata menggumpal dan mengandung vitamin E. Mascara ini tahan lama, tidak luntur meskipun terkena air, dan cocok untuk berbagai kegiatan sehari-hari, termasuk kegiatan yang melibatkan air seperti ritual wudhu. Produk ini direkomendasikan karena harganya terjangkau dan hasilnya tetap on point sepanjang hari.",Mascara Waterproof Volume Essence: Tahan Lama dan Anti Luntur,Kecantikan,410,115.8709583,12.81132602,-8.940285,5.4868426,1887.662982,1298.476556
350,xavieraaputri,,,,"Ep 4 - Ini yang aku lakukan berbeda—kalau bisa belajar koding dari 0.

Kita ga selalu harus memulai sesuatu dengan hal yang sulit. 

Justru dari pengalaman aku belajar koding, ternyata salah satu penyesalan besar aku adalah—langsung terjun ke topik susah, tanpa memahami penuh fondasi data dan algoritma.

Dan di 2025 ini, ada satu hal yang akan aku lakukan berbeda, yang gabisa aku lakuin dulu.. penasaran apa? tonton sampai abis! 

Mau tau juga dong cerita kalian saat belajar koding kayak apa? 😁

#WarungWhy",510,2025-06-23T11:00:53,117.887,1,0,298686,452,4062676.0,"Video ini menjelaskan strategi belajar coding dari nol di tahun 2025 dengan fokus pada empat poin utama: memperkuat pemahaman struktur data dan algoritma, belajar melalui proyek nyata, memiliki mindset yang tepat, dan menggunakan generatif AI sebagai alat bantu. Penutur juga berbagi pengalaman belajar coding di masa lalu dan bagaimana teknologi telah berkembang dari buku hingga AI. Tujuan akhirnya adalah membuat teknologi dan coding lebih mudah diakses semua orang.",Cara Belajar Coding dari Nol di 2025,Teknologi,469,120.0625482,10.75895446,-12.84815,7.368904,1696.243413,968.6188281
75,kaisar_tv,2431.0,28111.0,283.0,"Bukan buat sok pinter, tapi emang kadang kita butuh mikir lebih jauh dari ‘katanya’. Mau ujungnya tetap percaya, ragu, atau malah nemu jalan baru, semua sah, asal jangan berhenti mikir. 

Tonton full videonya di YouTube Kaisar TV 🫵🏻

#filsafat #filsafatislam #gurugembul",270,2025-04-08T02:11:15,36.366,3,0,917,19,28191.0,"Transkrip membahas hubungan antara berfilsafat dan beragama, menekankan bahwa filsafat adalah pencarian kebenaran yang terus-menerus. Dalam proses ini, seseorang mungkin menjadi ateis atau tetap beragama, tetapi yang terpenting adalah pencarian itu sendiri. Filsafat tidak terbatas pada topik Tuhan atau ateis, melainkan memiliki skop yang lebih luas.",Filsafat dan Agama: Pencarian Kebenaran,Other,351,81.29662899,2.971437805,-10.935031,9.246847,1853.095371,1091.089131
776,tasyafarasya,3922.0,7346564.0,1112.0,"japota hacks dari tfja team! cemilan enak buat sekeluarga, fav aku yg honey butter, tapi kalo dibikin nachos paling pas pake yg original🥳🥳

Resep cocolan nachos by ibu @arshas : 

Bahan
-500 gram daging sapi giling
-1/2 buah bawang bombay 
-1/2 buah tomat
-5 siung bawang putih
-saus bolognese instan
-saus sambal pedas
-saus tomat 
-bubuk oregano
-bubuk parsley
-lada
-garam
-keju parut secukupnya
-potongan alpukat secukupnya
-potongan tomat secukupnya

Cara membuat : 
-tumis bawang putih dan bawang bombay sampai harum dan matang
-masukan daging giling, tumis sampai matang
-masukan potongan tomat, saus bolognese instan, saus tomat, saus sambal, garam, lada, gula. Aduk sampai meresap
-masukan bubuk oregano dan parsley

Cara menyajikan :
Susun japota snack original, tuang saus bolognese, tabur potongan alpukat dan tomat, parut keju diatas. YUMMYYY!!!",858,2025-06-28T01:59:51,106.84,0,1,11795,451,778727.0,"Transkrip ini membahas pengenalan dan ulasan tentang snack Jam Tota yang hadir dalam lima varian rasa: nipis pedas, original, siwit, sapi tanggang, dan honey butter. Penulis menyukai rasa honey butter yang creamy, manis, asin, dan gurih, serta mengusulkan untuk mencobanya bersama keluarga. Mereka juga melakukan eksperimen dengan membuat nachos menggunakan snack tersebut dan berbagi resep, menekankan pentingnya menggunakan varian original Jam Tota. Reaksi positif dari Tim TFJA menunjukkan kelezatan cemilan ini.",Cemilan Jam Tota dan Eksperimen Nachos ala TFJA,Other,515,125.0771177,9.846656127,-14.345912,6.986798,1588.681716,648.2381501
148,skincarian,1564.0,184927.0,1095.0,"Wardah punya sunscreen baru lagi yang lagi-lagi berhasil bikin aku jatuh cinta sejak pemakaian pertama 😭🫵

Jadi ini adalah sebuah tone up sunscreen, yang dimana efek tone up nya bener-bener natural banget. Enggak bikin kulit jadi abu, malahan kulit jadi keliatan lebih cerah. Udah gitu, sunscreen ini juga bisa bantu nyamarin noda bekas jerawat loh 🥹❤️

#sunscreen #skincareviral #reviewskincare #beauty 
#WardahToneUpSunscreen#InstantGlowUpSunscreen",450,2024-09-09T02:18:10,50.133,6,0,8206,102,170985.0,"Wardah meluncurkan sunscreen baru bernama Wardah Ufficial Tone Up Sunscreen SPF50+, PA++++ yang dirancang untuk memberikan efek tone-up pada kulit. Dengan tekstur unik dan warna pink, produk ini membuat kulit terlihat lebih cerah dan glowing. Mengandung nandeksamic acid, bright peptide, dan color correct, sunscreen ini juga membantu mencerahkan kulit dan memudarkan bekas jerawat. Selain itu, produk ini non-comedogenic dan non-irritating, sehingga aman untuk kulit berjerawat.",Wardah Rilis Sunscreen Tone-Up dengan Manfaat Cerahkan Kulit,Kecantikan,479,122.8100933,5.817063981,-8.786586,5.7155147,1732.36437,865.1158516
901,gadgetins,2640.0,3085261.0,72.0,"“HP pemikat restu mertua”
“HP penarik closing”
“HP penangkal kesombongan brand lain”

Istilah apa lagi yg cocok buat @huaweimobileid Mate XT? Si lipat 3 yg sering bikin berita viral? 🧐",184,2025-04-22T03:25:10,101.4,0,1,257021,3181,4640516.0,"Transkrip ini membahas mengenai ponsel lipat Huawei Mate XT yang merupakan ponsel lipat tiga layar pertama di dunia. Ponsel ini memiliki ketebalan hanya 4mm dan desain yang mewah dengan warna merah maroon dan aksen emas, serta dilengkapi dengan empat kamera. Dengan mode single screen, dual screen, dan triple screen, ponsel ini Cocok untuk keperluan hiburan seperti menonton YouTube atau bekerja.",Huawei Mate XT: Ponsel Lipat Tiga Layar Pertama di Dunia,Teknologi,397,95.04292117,23.54274071,-19.45744,17.749327,1743.474063,1043.365661
522,motomobitv,7079.0,1203273.0,1215.0,Alhamdulillah trending. Terima kasih telah menonton. Dan terima kasih om @fitra.eri sudah repot-repot balap jadi konten untuk Om Mobi,133,2025-05-13T10:04:00,20.548,0,1,2841,34,116806.0,"Dalam video ini, dibahas tentang strategi balap untuk mencapai podium. Setelah kemenangan di race sebelumnya, target hari ini adalah podium dengan start dari posisi P2. Strateginya adalah mempertahankan posisi tersebut hingga finish.",Strategi Balap: Target Podium dari Posisi P2,Otomotif,233,44.61529617,5.324119686,-10.964894,8.511749,1656.329182,575.9799931
780,tasyafarasya,3922.0,7346564.0,1112.0,not sponsored!!! tapiii mon maap aku menyingkirkan tirtir yg merah dari favorite aku jadi yg orange sama liquid blushnya rose all day not bad!!!,144,2025-06-05T09:04:41,192.566,0,0,12777,138,616009.0,"Video ini adalah review produk kecantikan yang merinci dua produk: cushion Tear Tear Masked AI Filter Cushion dan liquid blush Rose All Day. Reviewer membahas pengalaman penggunaan kedua produk tersebut, mulai dari tekstur, pigmentasi, hingga hasil akhir. Cushion tersebut memiliki coverage yang baik dan nyaman digunakan tanpa perlu setting powder, sedangkan liquid blush memiliki warna yang lembut dan tahan lama setelah di-set dengan bedak transparan. Makeup akhir terlihat natural dan elegan dengan penekanan pada complexion dan lipstick merah.",Review Produk Kecantikan: Cushion Tear Tear dan Liquid Blush Rose All Day,Kecantikan,548,103.3484802,6.8069864,-13.964672,6.463927,1620.265285,912.4720739
690,aant_otomotif,3833.0,61730.0,1145.0,"Mengamati Yamaha R25 generasi terbaru, salah satu yang tidak berubah adalah panel sakelarnya, masih sama dan tetap tergolong sederhana seperti generasi pertama dan kedua. 

Untuk di kelasnya, milik R25 ini bisa dibilang yang paling tidak neko-neko, murni menyajikan tombol yang diperlukan saja. Simpel!

.
.
#otomotif #motorcycle #motorbaru #reels #reelsinstagram #reelsvideo #yamaha #r25 #yamahar25 #250 #r25indonesia",418,2025-07-02T03:15:24,58.033,11,0,3609,101,150000.0,"Video ini membahas fitur dan tampilan Yamaha R25 generasi ketiga. Motor ini memiliki desain yang sederhana dengan panel saklar yang minimalis, dilengkapi tombol lampu jauh-dekat, sen, dan klakson yang unik. Di sisi kanan terdapat tuas engine cut off, restarter, dan hazard. Gas masih menggunakan sistem mekanis dengan kabel, sehingga belum mengadopsi teknologi gas spontan. Dibandingkan dengan motor lain di kelas 250cc, R25 tergolong sederhana dan praktis.",Yamaha R25 Generasi Ketiga: Fitur dan Tampilan Sederhana,Otomotif,457,114.4755515,7.051604498,-11.888776,5.2811112,1429.139074,652.5082699
329,fitra.eri,6661.0,1683569.0,1519.0,"Keseruan saya bersama #TeamFitraEri di booth Jetour di GIIAS 2025 serta pengalaman berkendara kami pada test drive X20e ini bisa Anda saksikan di channel YouTube “Jetour Motor Indonesia” dengan judul:

“Tim Fitra Eri vs Tim Vamells di Booth JETOUR GIIAS 2025!”",260,2025-08-04T11:28:20,77.4,1,0,3777,94,226788.0,"Video ini memperkenalkan J-Tour X20i, mobil listrik terbaru dari J-Tour dengan baterai 39,33 kWh yang mampu menempuh jarak hingga 405 km hanya dengan biaya charge Rp70.000. Mobil ini memiliki desain compact dengan 5 pintu, ruang kabin yang lega, dan fitur pengisian cepat DC hingga 67 kWh yang memungkinkan pengisian 30-80% dalam 30 menit. Selain itu, video juga menampilkan pengalaman test drive yang menunjukkan kinerja mesin yang halus, setir ringan, dan tenaga kuat yang khas mobil listrik.Presenter juga mengajak penonton untuk menyaksikan video challenge seru dengan tim.",J-Tour X20i: Mobil Listrik Terjangkau dengan Jangkauan Jauh,Otomotif,577,135.0936324,9.126540116,-9.396206,3.4818616,1499.577741,474.5192002
789,tasyafarasya,3922.0,7346564.0,1112.0,YA ALLAH BURUAN CHECKOUT RAHASIA BIBIR AKU SELAMA INI 😭😭😭 G.W.S X-tra ! 77 ribu nowww! Di shopeee!,98,2025-07-07T06:31:07,507.654,0,0,10146,64,499473.0,"Video ini memperkenalkan produk GWS Extra, lip gloss dengan efek perubahan warna dan sensasi dingin. Harganya Rp77.000 dan tersedia di Shopee. Produk ini cocok untuk bibir tipis atau gelap, memberikan tampilan alami dan fresh. Video menunjukkan aplikasi pada bibir atas dan bawah, menekankan perubahan warna yang mengesankan.",GWS Extra: Lip Gloss dengan Efek Perubahan Warna,Kecantikan,325,106.1129718,3.532341586,-23.280813,13.431956,2136.737379,1022.186332
825,bobbyida,3189.0,1506221.0,1912.0,"Kalau Bahumu sering sakit saat Latihan, kamu harus cobain Warm Up/Pemanasan ini sebelum latihan‼️

Sering kali weakness dalam otot-otot kecil di bagian bahu bisa menyebabkan rasa sakit tersebut⚠️

Gerakan pertama adalah rhomboid activation untuk menguatkan otot romboid
Taruh tanganmu diatas kepala lalu angkat sikumu setinggi mungkin dan tahan posisi itu 2-3 detik

Gerakan kedua Floor Y-Raises
Posisikan tanganmu seperti huruf y dan angkat tanganmu lalu tahan 2-3 detik selain rotator cuff kita juga kuatkan trapezius bagian bawah

Gerakan ketiga T-Raises
Posisikan tanganmu seperti huruf T angkat tanganmu dan tahan 2-3 detik gerakan ini adalah aktifasi untuk bahu bagian belakang

Gerakan terkahir
Posisi tanganmu ke belakang lalu angkat tanganmu setinggi mungkin dan tahan 2-3 detik

Semua gerakan ini membantu aktifasi dan stabilisasi posterior chain kamu.

Sebaiknya kamu lakukan 4gerakan ini setiap kali sebelum latihan tubuh bagian atas

Setiap gerakan 1-2 set dengan 10-20 repetisi
Jangan buru-buru tapi benar-benar kontrol gerakanya

Please share Video ini dalam storymu✔️supaya lebih banyak Orang tahu cara untuk mengatasi sakit Bahu saat Latihan✅

#bahu #sakit #sakitsendi #olahraga #fitnessindonesia #gymindonesia #binaraga #binaragaindonesia #fitnesstips #workouttips #gymtips #hidupsehat #sehat #tipssehat #infosehat #kesehatan #tipskesehatan #infokesehatan #polahidupsehat #gayahidupsehat #indonesia #indonesian #indonesiasehat #indo #personaltrainer #trainer #coach #shoulder #shoulders #olahragadirumah",1521,2025-04-10T09:50:46,61.366,30,0,8439,139,217577.0,"Video ini memberikan empat gerakan yang dapat membantu menghilangkan rasa sakit di bahu saat latihan. Gerakan-gerakan tersebut dirancang untuk menguatkan otot-otot kecil di sekitar bahu, seperti rhomboid, trapezius bagian bawah, dan rotator cuff. Gerakan pertama adalah rhomboid activation, diikuti oleh floor Y raises, T raises, dan gerakan mengangkat tangan ke belakang. Setiap gerakan harus dilakukan dengan kontrol yang baik dan diulang 10-20 kali dalam 1-2 set.",4 Gerakan untuk Menghilangkan Nyeri Bahu Saat Latihan,Kesehatan,466,79.73717381,11.8384109,-11.695333,5.8415933,1601.961506,1081.983443
692,jagat.review,2336.0,187865.0,12.0,"Lenovo Legion Tower 7i 34IAS10 PC desktop super kencang ini menggunakan Intel® Core™ Ultra 9 Processor dengan 24 Core dan dilengkapi graphics RTX 5080 jadi main game AAA dan ngerender pasti cepat.

Tidak perlu takut panas karena sudah menggunakan Liquid Cooler “LEGION Coldfront: Hyper” yang bisa Handle TDP prosesor hingga 250 Watt

Garansinya “LEGION Ultimate Support” selama tiga tahun penuh, 
bisa klaim semua komponen yang ada di PC Gaming ini, langsung ke Lenovo Indonesia

@lenovoid @lenovolegionid
#LenovolD #Intel
#LegionTower7i",537,2025-08-06T04:11:08,64.739,3,2,995,29,46782.0,"Lenovo Legion Tower 7i Gen 10 adalah PC gaming dengan performa tinggi yang dilengkapi dengan prosesor Intel Core Ultra 9 24-core, RTX 5080, RAM 32GB, dan SSD 2TB. PC ini dirancang untuk menangani aplikasi berat, game AAA, dan tugas grafis yang menuntut. Dengan kapasitas upgrade yang Precise hingga 128GB RAM dan 6 SSD, serta didukung sistem pendingin canggih Legion Cold Front Hyper, PC ini menawarkan kinerja yang stabil dan aman dalam berbagai kebutuhan gaming maupun kerja.",Lenovo Legion Tower 7i Gen 10: PC Gaming Tingkat Tinggi,Teknologi,477,135.1719375,38.30445629,-9.907639,8.857532,1625.984425,903.8181118
634,nyan.tech,822.0,52161.0,287.0,"Jadi kapan nih iPhone 16 masuk ke Indo woii lahh ??!!
___
#iphone #iphone16 #iphone16series #iphoneindonesia #apple #iphone15 #iphoneaccessories #hape #phone #phonetok #smartphone #snapsys #snapsysreload #tech #gadget #electronic #nyantech #reels",246,2024-10-21T10:23:00,100.333,18,0,315,10,12437.0,"Transkrip ini membahas ketidakpuasan penggemar iPhone di Indonesia karena iPhone 16 belum dirilis secara resmi. Pembicara kemudian berbagi pengalaman menggunakan aksesoris Snapses Reload, yaitu SD card yang bisa dipasang pada iPhone untuk meningkatkan produktivitas terutama bagi konten kreator. Aksesoris ini memudahkan backup, merekam video, dan editing tanpa perlu menggunakan SSD eksternal. Selain itu, Snapses Reload juga menawarkan promo spesial yang bisa dimanfaatkan dengan kode khusus.",Aksesoris Snapses Reload untuk Produktivitas iPhone,Teknologi,494,114.9531989,15.76430783,-10.611885,5.5290112,2293.893087,1032.397622
829,luthfirambe,359.0,166638.0,1426.0,"Berapa langkah kaki kalian dalam sehari?

#jalankaki #sehat #luthfirambe",72,2025-05-27T09:44:54,34.077,3,0,677,32,22753.0,"Video ini menjelaskan manfaat jalan kaki rutin sebanyak 8-12 ribu langkah per hari yang dapat menurunkan risiko kematian hingga 50% dibandingkan dengan orang yang hanya melakukan kurang dari 3.500 langkah per hari. Berdasarkan studi dari AH Paluk DKK tahun 2022 yang menganalisis 15 studi dari berbagai negara, rutinitas ini direkomendasikan untuk meningkatkan kesehatan dan memperpanjang usia. Pembicara juga membagikan pengalaman pribadi dengan mencapai rata-rata langkah harian yang tinggi sejak Januari 2025 dan mendorong pemirsa untuk memulai dengan langkah kecil, seperti 5.000 langkah sehari.","Jalan Kaki 8-12 Ribu Langkah Per Hari, Turunkan Risiko Kematian Hingga 50%",Kesehatan,599,124.0331616,12.85042021,-7.971152,7.3198276,1353.621272,572.6651738
434,fajaralfian95,714.0,1012435.0,2677.0,"Nah sekarang giliran kalian untuk ikut Challenge dari aku bareng @Zinc_ID #DoMoreTrickShot! 

Posting Trickshot keren ala kalian dan kasih nama Trickshot yang menurut kalian paling asyik dan paling gokil. Jangan lupa untuk beli Zinc Refreshing Cool atau varian Zinc Shampoo lainnya di @alfamart atau @alfagift_idn, dan kirim struk atau bukti pembelian kalian ke DM @Zinc_ID. Jangan lupa untuk disimpen struknya, karena ini syarat jadi calon pemenang nanti! Kalian berkesempatan dapetin raket dengan tanda tangan gue dan hadiah menarik lainnya total senilai puluhan juta rupiah! Gass langsung ikutan! Buat info dan syarat ketentuan lebih lanjut, kalian bisa cek di @Zinc_ID ya. Let’s do more together!

#DoMoreisBetter #KetombeNoWorries",735,2023-08-12T07:04:12,65.565,3,5,8456,104,202329.0,"Video ini menampilkan penjelasan tentang beberapa trik shot unik dalam bola voli, seperti pukulan kolo dan pukulan tipu-tipu. Pembawa acara juga mengajak pemirsa untuk membagikan trik shot kreatif mereka sendiri dengan nama yang unik. Sebelum itu, pemirsa diminta untuk membeli produk Zing Red Facing Pool atau varian lainnya di Alfamart atau Alfag, lalu mengirimkan bukti pembelian ke akun Instagram Zing_ID untuk mendapatkan kesempatan IIIikutChallengeObjectId楔appear di akun tersebut. Acara ini bertujuan untuk meningkatkan interaksi dengan pemirsa dan mempromosikan produk Zing.",Trickshot Challenge dan Promosi Produk Zing,Other,582,137.3800575,32.82596436,-12.669863,7.0183716,1963.230074,786.4313953
